Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
82,SIA/TR/MIN/423680/2023,,"M/s Ashutosh Sand, Block ID: UMT/UNA-016",ASHUTOSH DEB,Under examination of SEIAA,EC,
83,SIA/TR/MIN/408079/2022,F.8(25)/TSPCB/SEIAA/2022/SM-342,M/S Samar Baidya Sand,SAMAR BAIDYA,EC Granted,EC,
84,SIA/TR/MIN/426989/2023,,"M/s Panchu Sand, Block ID: UMT/UN-007",CPC ENVIRONMENT SOLUTION PRIVATE LIMITED,Under examination of SEIAA,EC,
85,SIA/TR/MIN/247036/2021,,"M/s Kalimata Bricks Industries, Purba Barjala Brick Earth   Mining",CPC ENVIRONMENT SOLUTION PRIVATE LIMITED,Delisted,EC,
86,SIA/TR/MIN/407411/2022,F.8(25)/TSPCB/SEIAA/2022/SM-340,Sand mine of M/S Diya Sand,SABITA DEY,EC Granted,EC,
89,SIA/TR/MIN/236827/2021,,Sand Mine of M/S MAA SAND,M/S MAA SAND,Delisted,EC,
90,SIA/TR/MIN/236981/2021,,Sand Mine of M/S LAXMI SAND,M/S LAXMI SAND,Request for withdraw,EC,
92,SIA/TR/MIN/278545/2022,F.8(25)/SEIAA/2022/SM-04,M/s Sahadeb Sand Block,CPC ENVIRONMENT SOLUTION PRIVATE LIMITED,Awaiting EC,EC,
93,SIA/TR/IND2/286949/2022,F.8(25)/TSPCB/SEAC/2022/ONGC/KUAM,KUAM,"ONGC, TRIPURA ASSET",EC Granted,EC,
94,SIA/TR/MIN/287159/2022,No. F.8(25)/TSPCB/SEIAA/2022/SM-327,sand mining of Tapan Debroy,TAPAN DEBROY,EC Granted,EC,
95,SIA/TR/IND2/226000/2021,No.F.8(25)/TSPCB/SEAC/2019/ONGC,Drilling of location ROBP,"ONGC, TRIPURA ASSET",EC Granted - Processed offline,EC,
96,SIA/TR/MIN/284177/2022,F.8(25)/SEIAA/2022/BF-03,PARBATI BRICKS INDUSTRIES,DIPANKAR BHOWMIK,EC Granted,EC,
97,SIA/TR/MIN/283937/2022,,RADHA KRISHANA BRICKS,UTTAM GHOSH,Delisted,EC,
98,SIA/TR/MIN/284405/2022,F.8(25)/SEIAA/2022/SM-14,sand mining of Dipu Rani Sand,DIPU DEBBARMA,EC Granted,EC,
99,SIA/TR/MIN/409601/2022,F.8(25)/TSPCB/SEIAA/2022/SM-345,"M/s Sarkar Sand, Block ID: UMT/GMT-005",NARAYAN SARKAR,EC Granted,EC,
100,SIA/TR/IND2/280605/2022,F.8(25)/SEIAA/2022/ONGC/SDAT,SDAT,"ONGC, TRIPURA ASSET",EC Granted,EC,
101,SIA/TR/MIN/287448/2022,,"M/s Mata Bricks Industries, Mohanpur R.D Block,  Block ID: UMT/WT-0017",CPC ENVIRONMENT SOLUTION PRIVATE LIMITED,Delisted,EC,
102,SIA/TR/MIN/287557/2022,,"M/s Sarajit Sand Block, Block ID: UMT/NT/004",CPC ENVIRONMENT SOLUTION PRIVATE LIMITED,Delisted,EC,
103,SIA/TR/MIN/287806/2022,,"M/s Nitya Ranjan Sand Block, Block ID: UMT/NT-002",CPC ENVIRONMENT SOLUTION PRIVATE LIMITED,Delisted,EC,
104,SIA/TR/IND2/415105/2023,,Drilling of exploratory location DRAA,"ONGC, TRIPURA ASSET",Under examination of SEIAA,EC,
105,SIA/TR/MIN/270504/2022,No.F.8 (25)/TSPCB/SEIAA/2022/BF-01,"Environment Clearance (EC) for Cluster of five Brick Fields (M/S MAA BRICKS INDUSTRY, M/S BASANTI BRICKS INDUSTRIES, M/S KALIMA BRICKS INDUSTRIES, M/S SUBRATA BRICKS INDUSTRIES, M/S UNITED BRICKS INDUSTRIES)",CLUSTER MINE OF FIVE(5) BRICK FIELD,EC Granted,EC,
106,SIA/TR/MIS/51633/2016,1/SEIAA/TRIPURA/2014,500 KLD Common Industrial Estate,TRIPURA INDUSTRIAL DEVELOPMENT CORPORATION LIMITED,EC Granted - Processed offline,EC,
107,SIA/TR/INFRA2/415198/2023,No.F.8(25)/TSPCB/SEAC/2023/Lumina Developers,Proposed Construction of Residential Apartments by Lumina Developers,LUMINA DEVELOPERS,Accepted By SS(SEIAA),EC,
108,SIA/TR/IND2/17665/2016,,,IOCL TRIPURA,EC Granted - Processed offline,EC,
109,SIA/TR/MIN/239072/2021,,CLUSTER MINING OF FIVE (5) BRICK FIELDS,CLUSTER MINE OF FIVE(5) BRICK FIELD,Request for withdraw,EC,
110,SIA/TR/MIN/259489/2022,,Sand Mine of DIYA SAND,SABITA DEY,Request for withdraw,EC,
111,SIA/TR/MIN/250498/2022,,Sand Mine of M/S SRIBAS SAND,M/S SRIBAS SAND,Delisted,EC,
112,SIA/TR/MIN/409925/2022,F.8(25)/TSPCB/SEIAA/2022/SM-347,"M/s Dipankar Debnath Sand, Block ID: UMT/DH-115",DIPANKAR DEBNATH,EC Granted,EC,
119,SIA/TR/MIN/270276/2022,,"Mining of Sand Mine of M/s Supriya Gope Sand of Mr. Supriya Gope, located at River plot no. – 1730 (P),Village- Kamalpur, P.S – Kamalpur, P.O. – Kamalpur, Mouza - Kamalpur, Block– Durga Chowmuhani, Dist-Dhalai, Tripura.",SUPRIYA GOPE,Request for withdraw,EC,
120,SIA/TR/IND2/411612/2022,F.8(25)/TSPCB/SEAC/2022/ONGC/SDAU,Drilling of Exploratory location SDAU,"ONGC, TRIPURA ASSET",Under examination of SEIAA after SEAC,EC,
121,SIA/TR/MIN/401424/2022,F.8(25)/TSPCB/SEIAA/2022/BF-295,"M/s Mata Bricks Industries, Mohanpur R.D Block,  Block ID: UMT/WT-0017",CPC ENVIRONMENT SOLUTION PRIVATE LIMITED,Site Visit by SEAC(Pending),EC,
122,SIA/TR/MIN/409031/2022,F.8(25)/TSPCB/SEIAA/2022/SM-344,"M/s S.S Enterprise Sand Block, Block ID: UMT/KW/SAND-002",MUNKURUI RUPINI,EC Granted,EC,
