,Proposal Number,Project Name,Project Sector,Date of Submission,Submitted by Proponent,Query for Shortcoming(if any) by SEIAA,Resubmission of Proposal by Proponent 1,Accepted by SEIAA and forwarded to SEAC,Query for Shortcoming(if any) by SEAC,Resubmission of Proposal by Proponent 2,Accepted by SEAC,Forwarded to SEIAA for EC,EC Letter Uploaded On/EC Granted,Link
0,SIA/KL/MIN/164222/2020,"Mr N S Ganesh,Managing Partner ,M/s ESSGEE Trading and infrastructure",Non-Coal Mining,21 Aug 2020,18/07/2020,29/07/2020,21/08/2020,04/09/2020,,,06/03/2021,,11/10/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/164222/2020&type=EC&ID=116306
1,SIA/KL/MIN/271891/2022,Serene Scaria,Non-Coal Mining,04 Jun 2022,10/05/2022,,,18/05/2022,19/05/2022,04/06/2022,02/08/2022,,19/09/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/271891/2022&type=EC&ID=203089
2,SIA/KL/MIN/272116/2022,Proposed building stone quarry of Mr Yespal,Non-Coal Mining,10 May 2022,10/05/2022,,,16/05/2022,,,18/05/2022,,02/08/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/272116/2022&type=EC&ID=203153
3,SIA/KL/MIN/164458/2020,Vijayan Pallickal,Non-Coal Mining,16 Nov 2020,22/07/2020,26/07/2020,16/11/2020,14/12/2020,,,28/05/2021,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/164458/2020&type=EC&ID=116366
4,SIA/KL/MIN/164464/2020,Mr Jobin C Raju,Non-Coal Mining,09 Sep 2020,21/07/2020,29/07/2020,09/09/2020,24/09/2020,,,08/03/2021,,11/10/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/164464/2020&type=EC&ID=116367
5,SIA/KL/MIN/152637/2020,Laterite Building Stone Quarry of Mohammed Faisal P,Non-Coal Mining,13 Jun 2020,06/05/2020,28/05/2020,13/06/2020,21/07/2020,,,03/03/2021,,23/08/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/152637/2020&type=EC&ID=104611
6,SIA/KL/MIN/226994/2021,Granite Building Stone Quarry of M/s Morayoor Granites Pvt Ltd,Non-Coal Mining,27 Apr 2022,31/08/2021,02/09/2021,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/226994/2021&type=EC&ID=190637
7,SIA/KL/IND2/215978/2021,"Offshore Oil and Gas Exploration,Development and Production in Oil and Gas Exploratory Block : KK-OSHP-2018/1",Industrial Projects - 2,08 Oct 2021,21/06/2021,10/09/2021,08/10/2021,06/06/2022,,,24/06/2022,,21/02/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/IND2/215978/2021&type=EC&ID=188499
8,SIA/KL/MIN/181637/2020,Bharathapuzha River Basin Kadavu 11,Non-Coal Mining,02 Nov 2020,02/11/2020,01/05/2021,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/181637/2020&type=EC&ID=142419
9,SIA/KL/MIN/130330/2019,Granite Building Stone Quarry Project of M/s Manjeri Blue Metals,Non-Coal Mining,20 Jul 2021,08/12/2019,02/04/2020,20/07/2021,02/09/2021,,,29/06/2022,,24/01/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/130330/2019&type=EC&ID=79105
10,SIA/KL/MIN/134791/2020,Proposed granite building stone quarry of Mr.Raju K Thomas,Non-Coal Mining,05 Apr 2020,04/01/2020,04/02/2020,05/04/2020,06/04/2020,,,18/04/2020,,01/12/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/134791/2020&type=EC&ID=84186
11,SIA/KL/MIN/173261/2020,Conversion TOR to EC Granite Building Stone Quarry of Mr. rajeevan P V,Non-Coal Mining,15 Sep 2020,15/09/2020,,,25/09/2020,,,22/02/2021,,02/08/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/173261/2020&type=EC&ID=130392
12,SIA/KL/MIN/281177/2022,"Granite Building stone quarry of Mr. DEEPAK CHEEROTHY in survey no. 1292, 1288/2P and 1288/2 of area 0.9984 Ha in Kodassery Village, Chalakudy Taluk, Thrissur District, Kerala State",Non-Coal Mining,05 Jul 2022,05/07/2022,08/11/2022,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/281177/2022&type=EC&ID=208318
13,SIA/KL/MIN/277563/2022,GRANITE BUILDING STONE QUARRY OF ARIF,Non-Coal Mining,10 Jun 2022,,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/277563/2022&type=EC&ID=204452
14,SIA/KL/MIN/277574/2022,Muhammed faisal kp,Non-Coal Mining,11 Jun 2022,11/06/2022,,,02/09/2022,10/09/2022,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/277574/2022&type=EC&ID=204457
15,SIA/KL/MIN/61795/2019,"Building Stone Minor Mineral Mining (Quarry) project of Mr. Manoj K. at Kannamangalam Village, Thirurangadi Taluk, Malappuram District, Kerala for an area of 0.9524 hectors.",Non-Coal Mining,20 Apr 2021,15/03/2021,07/04/2021,20/04/2021,21/04/2021,,,21/04/2021,,18/02/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/61795/2019&type=EC&ID=173615
16,SIA/KL/MIS/103097/2019,Environmen,INFRA-2,23 Apr 2019,23/04/2019,,,30/04/2019,,,,,03/10/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIS/103097/2019&type=EC&ID=55021
17,SIA/KL/MIN/141080/2020,REJI P CHERIYAN 01,Non-Coal Mining,05 Feb 2020,05/02/2020,01/04/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/141080/2020&type=EC&ID=86815
18,SIA/KL/MIN/143958/2020,Laterite building stone of Mr Ramachandran P,Non-Coal Mining,19 May 2020,18/02/2020,,,07/03/2020,27/03/2020,19/05/2020,22/05/2020,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/143958/2020&type=EC&ID=91494
19,SIA/KL/MIN/278399/2022,"Building Stone Minor Mineral Mining (Quarry) project of Shri. K. Gangadharan  at Re-Survey No. 151/1 of Puthur Village, Thalassery Taluk, Kannur District, Kerala for area of 0.8456 hectare",Non-Coal Mining,17 Nov 2022,16/06/2022,27/08/2022,31/08/2022,05/09/2022,06/11/2022,17/11/2022,21/01/2023,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/278399/2022&type=EC&ID=207652
20,SIA/KL/MIN/154110/2020,Building Stone Quarry Project of M/s K Lekshmanan Infrastructure and Industries Pvt Ltd,Non-Coal Mining,03 Jul 2020,01/06/2020,06/06/2020,03/07/2020,26/07/2020,,,02/11/2020,,07/11/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/154110/2020&type=EC&ID=105995
21,SIA/KL/MIN/71717/2019,M/s United Granites,Non-Coal Mining,01 Feb 2022,01/02/2022,,,01/07/2022,,,01/07/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/71717/2019&type=EC&ID=198616
22,SIA/KL/MIN/160638/2020,Granite Building Stone Quarry of Mr.S.Sundarasan,Non-Coal Mining,27 Jun 2020,27/06/2020,,,26/07/2020,,,05/03/2021,,17/03/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/160638/2020&type=EC&ID=115385
23,SIA/KL/MIN/63669/2019,M/s United Granites,Non-Coal Mining,20 Jul 2021,03/06/2021,30/06/2021,20/07/2021,13/09/2021,,,06/06/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/63669/2019&type=EC&ID=188101
24,SIA/KL/MIN/186100/2020,Granite Building Stone Quarry of Mr. Rjesh TS,Non-Coal Mining,02 Dec 2020,02/12/2020,,,15/12/2020,,,29/05/2021,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/186100/2020&type=EC&ID=145539
25,SIA/KL/MIN/130145/2019,Granite Building Stone Quarry of Mohammed.K.K,Non-Coal Mining,27 Dec 2019,07/12/2019,19/03/2020,27/12/2019,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/130145/2019&type=EC&ID=79049
26,SIA/KL/MIN/148744/2020,Laterite Building Stone Quarry of Mr. Nishad Kumar M.K,Non-Coal Mining,16 Jun 2020,13/03/2020,06/04/2020,15/05/2020,18/05/2020,25/05/2020,16/06/2020,11/07/2020,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/148744/2020&type=EC&ID=98565
27,SIA/KL/MIN/280530/2022,Granite Building Stone Quarry of Sri. Tom George,Non-Coal Mining,17 Aug 2022,05/07/2022,05/08/2022,17/08/2022,31/08/2022,,,06/11/2022,,07/10/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/280530/2022&type=EC&ID=208172
28,SIA/KL/MIN/172559/2020,Granite Building Stone Quarry of Aboobakkar,Non-Coal Mining,12 Sep 2020,12/09/2020,23/11/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/172559/2020&type=EC&ID=130191
29,SIA/KL/MIN/133893/2019,Granite Building Stone Quarry of M/s. Pulpally Stone Crushers,Non-Coal Mining,19 Sep 2020,27/02/2020,23/03/2020,19/09/2020,25/09/2020,,,09/03/2021,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/133893/2019&type=EC&ID=83947
30,SIA/KL/MIN/261634/2022,LATERITE BUILDING STONE QUARRY OF MR AYAMU,Non-Coal Mining,10 May 2022,16/03/2022,04/05/2022,10/05/2022,31/05/2022,,,04/06/2022,,18/02/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/261634/2022&type=EC&ID=200478
31,SIA/KL/MIN/43574/2019,P V SANTHO,Non-Coal Mining,30 Oct 2019,30/10/2019,28/10/2019,30/10/2019,12/11/2019,,,16/12/2019,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/43574/2019&type=EC&ID=65018
32,SIA/KL/MIN/272428/2022,LATERITE BUILDING STONE QUARRY OF Mr. KRISHNAN,Non-Coal Mining,20 Aug 2022,13/05/2022,16/08/2022,20/08/2022,20/08/2022,,,12/09/2022,,01/12/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/272428/2022&type=EC&ID=203232
33,SIA/KL/MIN/273490/2022,Granite Building Stone of Unneenkutty,Non-Coal Mining,18 May 2022,18/05/2022,07/06/2022,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/273490/2022&type=EC&ID=203452
34,SIA/KL/MIN/193496/2021,chaliyar river basin kadavu 24,Non-Coal Mining,17 Jan 2021,17/01/2021,02/05/2021,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/193496/2021&type=EC&ID=160167
35,SIA/KL/MIN/153470/2020,Bharathapuzha River Basin Kadavu 4,Non-Coal Mining,30 Oct 2020,16/05/2020,01/05/2021,30/10/2020,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/153470/2020&type=EC&ID=104821
36,SIA/KL/MIN/153477/2020,Bharathapuzha River Basin Kadavu 5,Non-Coal Mining,30 Oct 2020,17/05/2020,01/05/2021,30/10/2020,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/153477/2020&type=EC&ID=104824
37,SIA/KL/MIN/240137/2021,"ORDINARY EARTH MINING PROJECT OF Mr.BABU,PEECHI VILLAGE,THRISSUR TALUK,THRISSUR,SURVEY NO 1441/1P/1441/1-6",Non-Coal Mining,30 May 2022,28/12/2021,05/05/2022,30/05/2022,31/05/2022,,,01/07/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/240137/2021&type=EC&ID=193627
38,SIA/KL/MIS/137528/2020,"Proposed expansion of Government General Hospital, Kozhikode",INFRA-2,18 Jan 2020,18/01/2020,,,31/03/2020,,,05/04/2020,15/01/2021,06/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIS/137528/2020&type=EC&ID=85873
39,SIA/KL/MIS/285493/2022,Environmental Clearance for the proposed expansion within the existing Hospital premises (“Ananthapuri Hospital & Research Institute”) by M/s Ananthapuri Hospitals Private Limited,INFRA-2,16 Aug 2022,26/07/2022,06/08/2022,16/08/2022,26/08/2022,,,05/11/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIS/285493/2022&type=EC&ID=209381
40,SIA/KL/MIN/45584/2019,ORDINARY E,Non-Coal Mining,29 Apr 2020,28/10/2019,20/11/2019,21/02/2020,05/03/2020,29/04/2020,29/04/2020,29/04/2020,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/45584/2019&type=EC&ID=70289
41,SIA/KL/MIN/45636/2019,ORDINARY E,Non-Coal Mining,30 Oct 2019,30/10/2019,22/11/2019,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/45636/2019&type=EC&ID=70334
42,SIA/KL/MIN/187054/2020,KANNUR BUILDING MATERIALS CO-OPERATIVE SOCIETY,Non-Coal Mining,09 Aug 2021,08/12/2020,15/12/2020,18/12/2020,18/12/2020,29/05/2021,09/08/2021,06/04/2022,,01/09/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/187054/2020&type=EC&ID=146781
43,SIA/KL/MIS/194843/2021,Environmental Clearance for the proposed Expansion of Residential project (“Federal Greens”) developed by             M/s The Federal House Construction Co-Operative Society Ltd. No. E-962,INFRA-2,01 Jul 2021,25/01/2021,25/06/2021,01/07/2021,07/07/2021,,,31/07/2021,,04/05/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIS/194843/2021&type=EC&ID=160494
44,SIA/KL/MIN/134626/2020,Granite Building Stone Quarry of Mr.R.Sudharman,Non-Coal Mining,18 Apr 2020,03/01/2020,10/02/2020,07/03/2020,11/03/2020,15/04/2020,18/04/2020,18/04/2020,26/04/2022,11/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/134626/2020&type=EC&ID=84142
45,SIA/KL/MIN/187772/2020,Laterite Building Stone Quarry of Prajeena Parayil,Non-Coal Mining,18 Dec 2020,13/12/2020,16/12/2020,18/12/2020,21/12/2020,,,29/05/2021,,01/09/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/187772/2020&type=EC&ID=146951
46,SIA/KL/MIN/44419/2019,Building s,Non-Coal Mining,25 Nov 2019,25/11/2019,28/10/2019,25/11/2019,30/11/2019,,,16/12/2019,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/44419/2019&type=EC&ID=68523
47,SIA/KL/MIN/139351/2020,"Granite Building Stone Quarry of Shri, Maneesh P Mohanan",Non-Coal Mining,07 Aug 2021,28/01/2020,30/03/2020,10/06/2020,23/07/2020,03/03/2021,07/08/2021,30/06/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/139351/2020&type=EC&ID=86366
48,SIA/KL/MIN/161967/2020,Granite Building Stone Quarry of Abdul Nazar A,Non-Coal Mining,10 Aug 2020,04/07/2020,25/07/2020,10/08/2020,21/08/2020,,,06/03/2021,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/161967/2020&type=EC&ID=115744
49,SIA/KL/MIN/129967/2019,Granite Building Stone Quarry of Ramakrishnan.C,Non-Coal Mining,16 Oct 2020,06/12/2019,13/12/2019,18/12/2019,26/03/2020,08/04/2020,16/10/2020,15/04/2021,,03/03/2024,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/129967/2019&type=EC&ID=79005
50,SIA/KL/MIN/130412/2019,Building Stone Quarry of  M/s Memi Granites Pvt Ltd.,Non-Coal Mining,28 May 2020,09/12/2019,30/03/2020,12/05/2020,18/05/2020,20/05/2020,28/05/2020,16/06/2020,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/130412/2019&type=EC&ID=79124
51,SIA/KL/MIN/131683/2019,Granite Building Stone Quarry Of Mr. N.A.Thomas,Non-Coal Mining,25 Sep 2020,16/12/2019,11/09/2020,25/09/2020,27/10/2020,09/01/2020,13/01/2020,10/03/2021,,04/10/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/131683/2019&type=EC&ID=79454
52,SIA/KL/MIN/236170/2021,ORDINARY BRICK CLAY OF KOLLAM DISTRICT SCHEDULED CASTE INDUSTRIAL CO-OPERATIVE SOCIETY LTD,Non-Coal Mining,07 Apr 2022,28/10/2021,04/04/2022,07/04/2022,20/04/2022,,,03/06/2022,,20/10/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/236170/2021&type=EC&ID=192698
53,SIA/KL/MIN/273702/2022,Mohammad Shareef,Non-Coal Mining,31 May 2022,31/05/2022,21/07/2022,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/273702/2022&type=EC&ID=203515
54,SIA/KL/MIN/153262/2020,Mr Stephen Joseph Managing Director M/s Crystal Aggregates Pvt Ltd,Non-Coal Mining,31 Oct 2020,22/05/2020,27/10/2020,31/10/2020,05/11/2020,,,19/05/2021,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/153262/2020&type=EC&ID=104773
55,SIA/KL/MIN/287019/2022,Granite Building Stone Quarry of Ms.Pulpally Stone Crushers,Non-Coal Mining,16 Aug 2022,16/08/2022,,,03/10/2022,,,05/11/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/287019/2022&type=EC&ID=209776
56,SIA/KL/MIN/195336/2021,"Prior Environment Clearance for Dimension Stone Quarry of M/s.K.P Granite Industries at Sy No 150/1,150/2 & 150/3 over an extent 1.0670 Ha in Karavaram Village Chirayinkeezhu Taluk Trivandrum District..",Non-Coal Mining,19 Jul 2021,28/01/2021,01/03/2021,26/03/2021,29/03/2021,07/07/2021,19/07/2021,29/06/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/195336/2021&type=EC&ID=162632
57,SIA/KL/MIN/271866/2022,Laterite building stone quarry of Mr. Jaleel. S,Non-Coal Mining,04 Jun 2022,10/05/2022,01/06/2022,04/06/2022,01/07/2022,,,01/07/2022,,20/10/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/271866/2022&type=EC&ID=203085
58,SIA/KL/MIN/271788/2022,Building Stone Quarry of Mr. Faisal,Non-Coal Mining,10 May 2022,10/05/2022,,,19/05/2022,,,19/05/2022,,23/08/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/271788/2022&type=EC&ID=203076
59,SIA/KL/MIN/43559/2019,QUARRY UNI,Non-Coal Mining,15 Nov 2019,15/11/2019,30/10/2019,15/11/2019,16/11/2019,,,12/12/2019,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/43559/2019&type=EC&ID=65006
60,SIA/KL/MIN/145053/2020,Granite Building Stone Quarry of Mr. Shaji N.M,Non-Coal Mining,24 Feb 2020,24/02/2020,,,31/03/2020,,,06/04/2020,,07/11/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/145053/2020&type=EC&ID=91739
61,SIA/KL/MIN/269882/2022,Granite building Stone Quarry of Ms Thirumeni Stone Crushers,Non-Coal Mining,27 Apr 2022,27/04/2022,,,05/05/2022,,,20/05/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/269882/2022&type=EC&ID=202603
62,SIA/KL/MIN/37768/2019,building S,Non-Coal Mining,14 Jun 2019,14/06/2019,,,26/10/2019,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/37768/2019&type=EC&ID=56671
63,SIA/KL/MIN/167079/2020,LATERITE BUILIDNG STONE QUARRY OF MR GEORGE JOSEPH,Non-Coal Mining,28 Aug 2020,10/08/2020,18/08/2020,28/08/2020,25/09/2020,,,08/03/2021,07/07/2021,15/09/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/167079/2020&type=EC&ID=121905
64,SIA/KL/MIN/196571/2021,Laterite Building Stone Quarry of Nazar K A,Non-Coal Mining,03 Oct 2021,04/02/2021,08/04/2021,03/10/2021,21/03/2022,,,15/05/2022,,01/09/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/196571/2021&type=EC&ID=162924
65,SIA/KL/MIN/45830/2019,Laterite B,Non-Coal Mining,03 Dec 2019,04/11/2019,03/12/2019,03/12/2019,03/12/2019,,,16/12/2019,20/02/2020,04/08/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/45830/2019&type=EC&ID=70505
66,SIA/KL/MIN/144116/2020,LATERITE BUILDING STONE QUARRY OF MR SIRAJ.K,Non-Coal Mining,26 Jun 2020,19/02/2020,,,07/03/2020,27/03/2020,26/06/2020,11/07/2020,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/144116/2020&type=EC&ID=91538
67,SIA/KL/MIN/158114/2020,Granite Building Stone Quarry of Mohammed Shareef,Non-Coal Mining,09 Oct 2020,16/06/2020,05/10/2020,09/10/2020,12/10/2020,,,12/04/2021,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/158114/2020&type=EC&ID=112998
68,SIA/KL/MIN/159197/2020,Granite Building Stone Quarry of Smt. E.M.Pathumbi (Conversion-ToR-EC),Non-Coal Mining,20 Jun 2020,20/06/2020,,,24/06/2020,,,16/07/2020,,11/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/159197/2020&type=EC&ID=113119
69,SIA/KL/MIN/241398/2021,Building stone Quarry of Sri.Noushad.T.P,Non-Coal Mining,02 Dec 2021,02/12/2021,29/03/2022,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/241398/2021&type=EC&ID=193970
70,SIA/KL/MIN/265720/2022,Jose Joseph,Non-Coal Mining,03 Apr 2022,03/04/2022,,,04/04/2022,,,05/04/2022,26/04/2022,19/09/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/265720/2022&type=EC&ID=201599
71,SIA/KL/MIN/286117/2022,"Building Stone Minor Mineral Mining (Quarry) project of M/s V K Stone Crusher at Re-Survey Block No. 59, Re-Survey Nos. 6/527, 6/526, 6/537, 6/600,  Vellarvally Village, Iritty Taluk, Kannur District, Kerala  for an area of 3.7324 hectares.",Non-Coal Mining,06 Aug 2022,02/08/2022,03/08/2022,06/08/2022,10/08/2022,,,05/11/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/286117/2022&type=EC&ID=209522
72,SIA/KL/MIN/280078/2022,LATERITE BUILDING STONE QUARRY OF Mr. BALAKRISHNA POOJARY,Non-Coal Mining,25 Jun 2022,25/06/2022,,,30/08/2022,,,10/09/2022,,17/03/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/280078/2022&type=EC&ID=208058
73,SIA/KL/MIN/39461/2019,Building S,Non-Coal Mining,13 Dec 2019,13/12/2019,,,17/10/2019,12/12/2019,13/12/2019,13/12/2019,,01/02/2024,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/39461/2019&type=EC&ID=57525
74,SIA/KL/MIN/156447/2020,Mr Shymon Anto,Non-Coal Mining,04 Jul 2020,10/06/2020,03/07/2020,04/07/2020,26/07/2020,,,05/03/2021,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/156447/2020&type=EC&ID=111660
75,SIA/KL/MIN/239760/2021,GRANITE BUILDING STONE QUARRY OF MANNARKKAD TALUK KARINGAL QUARRY OPERATORS INDUSTRIAL CO-OPERATIVE SOCIETY LTD,Non-Coal Mining,30 May 2022,01/12/2021,21/04/2022,30/05/2022,01/06/2022,,,09/09/2022,,22/12/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/239760/2021&type=EC&ID=193558
76,SIA/KL/MIN/41414/2019,QUARRY UNI,Non-Coal Mining,30 Oct 2019,30/10/2019,14/10/2022,,,,,,,01/09/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/41414/2019&type=EC&ID=70332
77,SIA/KL/MIS/189607/2020,Environment Clearance for proposed Residential project to be developed by M/s Sobha Highrise Ventures Pvt. Ltd. Limited,INFRA-2,06 Feb 2021,24/12/2020,,,11/01/2021,27/01/2021,06/02/2021,18/02/2021,09/09/2021,07/10/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIS/189607/2020&type=EC&ID=152362
78,SIA/KL/MIN/32061/2019,M/s. Nelli,Non-Coal Mining,13 Jun 2020,13/06/2020,04/02/2020,25/03/2020,30/03/2020,02/04/2020,13/06/2020,08/07/2020,,20/10/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/32061/2019&type=EC&ID=53449
79,SIA/KL/MIN/43182/2019,Granite Bu,Non-Coal Mining,04 Nov 2019,04/11/2019,30/10/2019,04/11/2019,14/11/2019,,,13/12/2019,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/43182/2019&type=EC&ID=64816
80,SIA/KL/MIN/264403/2022,GRANITE BUILDING STONE QUARRY OF MS GRAND TECH SANDS AND AGGREGATES,Non-Coal Mining,29 Mar 2022,29/03/2022,,,02/04/2022,,,06/04/2022,26/04/2022,11/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/264403/2022&type=EC&ID=201222
81,SIA/KL/MIN/175300/2020,"Building Stone Minor Mineral Mining (Quarry) project of M/s Rockfield Estates Pvt. Ltd.  at Block No. 48 in Re-Survey No. 400/1, 400/2, 401/5-2, 406/5 of Chengalam (E) Village, Kottayam Taluk, Kottayam District, Kerala in an area of 0.8736 hectares.",Non-Coal Mining,29 Apr 2022,25/09/2020,08/04/2021,29/04/2022,06/05/2022,,,06/06/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/175300/2020&type=EC&ID=132938
82,SIA/KL/MIN/230280/2021,"ORDINARY EARTH MINING PROJECT OF Mrs RESMI MATHEW IN RESYNO 306/4-2,306/3 IN KEEZHUMAD VILLAGE,ALUVA TALUK,ERNAKULAM DISTRICT FOR AN AREA OF 0.9915 HA",Non-Coal Mining,31 Mar 2022,23/09/2021,24/03/2022,31/03/2022,13/04/2022,,,01/07/2022,,06/01/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/230280/2021&type=EC&ID=191355
83,SIA/KL/MIN/255880/2022,Shijo T Paul,Non-Coal Mining,30 Jul 2022,10/02/2022,25/07/2022,30/07/2022,30/08/2022,,,05/11/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/255880/2022&type=EC&ID=199007
84,SIA/KL/MIN/276701/2022,Abdul azeez Kottakkaran,Non-Coal Mining,11 Aug 2022,14/06/2022,21/07/2022,11/08/2022,16/08/2022,,,10/09/2022,,01/12/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/276701/2022&type=EC&ID=204228
85,SIA/KL/MIN/45874/2019,GRANITE BU,Non-Coal Mining,06 Dec 2019,05/11/2019,29/11/2019,06/12/2019,07/12/2019,,,16/12/2019,17/03/2021,19/04/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KL/MIN/45874/2019&type=EC&ID=70539
