,Proposal.No.,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status,Link
2352,SIA/CG/MIN/433703/2023,OL/EC/MIN/JANJGIR_CHAMPA/2519,Lokesh Chandra,Chhattisgarh,,,Date of Submission for EC: 17 Jun 2023 ,Date of Ec Granted : 04 Jan 2024,Non-Coal Mining,LOKESH CHANDRA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/433703/2023&pid=221559
2353,SIA/CG/MIN/446428/2023,OL/EC/MIN/MAHASAMUND/2724,Sourabh Chandrakar,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 22 Oct 2023 ,Non-Coal Mining,SOURABH CHANDRAKAR,Agenda Uploaded by SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/446428/2023&pid=227190
2354,SIA/CG/MIN/411134/2022,OL/EC/MIN/BALRAMPUR/2233,Pandri  Bricks Earthclay Quarry  & Fix Chimney Brick Plant of Lalita Jaiswal									,Chhattisgarh,,,Date of Submission for EC: 17 Dec 2022 ,Date of Ec Granted : 04 Mar 2024,Non-Coal Mining,LALITA JAISWAL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/411134/2022&pid=214025
2355,SIA/CG/MIN/139410/2020,OL/EC/MIN/BBAZAAR/1150,Pahanda Sand Mine of Mukesh Goyal,Chhattisgarh,Balodabazar,Kasdol,Date of Submission for EC: 28 Jan 2020 ,Date of Ec Granted : 13 May 2020,Non-Coal Mining,PAHANDA SAND MINE OF MUKESH GOYAL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/139410/2020&pid=86387
2356,SIA/CG/MIN/144625/2020,OL/EC/MIN/RAJNANDGAON/1199,Deepak Sharma Joratarai Limestone Mine,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for EC: 20 Mar 2020 ,Date of Ec Granted : 29 Oct 2020,Non-Coal Mining,DEEPAK SHARMA LIME STONE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/144625/2020&pid=91648
2357,SIA/CG/MIN/42611/2016,OL/EC/SANDMINE/JANJGIR-CHAMPA/349,GRAM PANCHAYAT SULAUNI SAND MINE,Chhattisgarh,Janjgir - Champa,Malkharoda,Date of Submission for EC: 29 Jan 2016 ,Date of Ec Granted : 28 May 2016,Non-Coal Mining,SARPANCH GRAM PANCHAYAT SULAUNI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/42611/2016&pid=11338
2358,SIA/CG/IND/72128/2010,OL/EC/IND/BILASPUR/1493,Mangal Sponge and Steel Pvt. Ltd.,Chhattisgarh,Bilaspur,Bilha,Date of Submission for TOR: ,Date of Submission for EC: 26 Feb 2022 ,Industrial Projects - 1,MANGAL SPONGE AND STEEL PVT. LTD.,Awaiting EC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/72128/2010&pid=199004
2359,SIA/CG/MIN/454721/2023,OL/EC/MIN/DANTEADA/2941,JAWANGA ORDINARY STONE QUARRY,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 14 Dec 2023 ,Non-Coal Mining,RAMESH TAVIDISETTY,Agenda Uploaded by SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/454721/2023&pid=229218
2360,SIA/CG/MIN/149330/2020,OL/EC/MIN/RAJNANDGAON/1265,Manoj Kumar Jain 1.821 Ha Dumardihkala Limestone Mine,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for TOR: ,Date of Submission for EC: 25 Nov 2020 ,Non-Coal Mining,MANOJ JAIN LIME STONE,Rejected - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/149330/2020&pid=99715
2361,SIA/CG/MIN/173467/2020,OL/EC/MIN/GARIABAND/1395,purnapani sand mine,Chhattisgarh,Gariaband,No Data,Date of Submission for EC: 16 Oct 2020 ,Date of Ec Granted : 03 Mar 2021,Non-Coal Mining,AMIT AGENCY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/173467/2020&pid=130448
2362,SIA/CG/MIN/136926/2020,OL/EC/MIN/JASHPUR/1136,Kasira Sand Quarry of Sambhu Nath Dubey,Chhattisgarh,Jashpur,Jashpur,Date of Submission for EC: 15 Jan 2020 ,Date of Ec Granted : 18 May 2020,Non-Coal Mining,SHAMBHU NATH DUBEY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/136926/2020&pid=85751
2363,SIA/CG/MIN/172619/2020,OL/EC/MIN/BILASPUR/1389,Manwa sand mine of Ghanshyam Sahu,Chhattisgarh,Bilaspur,Masturi,Date of Submission for EC: 11 Sep 2020 ,Date of Ec Granted : 28 Dec 2020,Non-Coal Mining,MANWA SAND MINE OF GHANSHYAM SAHU,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/172619/2020&pid=130207
2364,SIA/CG/MIN/95026/2019,OL/EC/MIN/SURAJPUR/775,Temporary Permit Stone Quarry,Chhattisgarh,Surajpur,Surajpur,Date of Submission for EC: 10 Apr 2019 ,Date of Ec Granted : 12 Jul 2019,Non-Coal Mining,MS AGRICO STEEL BISHRAMPUR,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/95026/2019&pid=52814
2365,SIA/CG/MIN/34035/2015,OL/EC/SANDMINE/BEMETARA/208,M/s Shri Ghasiram Verma Brick Earth Mine,Chhattisgarh,Durg,Bemetra,Date of Submission for EC: 08 Dec 2015 ,Date of Ec Granted : 14 Mar 2016,Non-Coal Mining,SHRI GHASIRAM VERMA BRICK EARTH MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/34035/2015&pid=3442
2366,SIA/CG/MIN/34070/2015,OL/EC/CLAYMINE/BILASPUR/209,"Surya Prakash gangotri brick earth mine(Mopka,Bilaspur)",Chhattisgarh,Bilaspur,Bilaspur,Date of Submission for EC: 08 Dec 2015 ,Date of Ec Granted : 08 Apr 2016,Non-Coal Mining,SURYA PRAKASH GANGOTRI BRICK EARTH MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/34070/2015&pid=3521
2367,SIA/CG/MIN/128245/2019,OL/EC/MIN/BASTAR/1038,Baniyagaon Sand Mine,Chhattisgarh,Bastar,Jagdalpur,Date of Submission for EC: 07 Dec 2019 ,Date of Ec Granted : 25 Feb 2020,Non-Coal Mining,BANIYAGAON SAND MINES,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/128245/2019&pid=77596
2368,SIA/CG/MIN/35469/2015,OL/EC/SANDMINE/KORIYA/232,Gadhter Sand Mine,Chhattisgarh,Koriya,No Data,Date of Submission for EC: 22 Dec 2015 ,Date of Ec Granted : 18 Mar 2016,Non-Coal Mining,GRAM PANCHAYAT GADHTER,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/35469/2015&pid=4663
2369,SIA/CG/MIN/164267/2020,OL/EC/MIN/RAJNANDGAON/1371,Yogesh Dakaliya,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for EC: 22 Oct 2020 ,Date of Ec Granted : 01 Jun 2021,Non-Coal Mining,YOGESH  DAKALIYA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/164267/2020&pid=116313
2370,SIA/CG/MIN/37085/2015,,gram panchayt riwadih sand mine,Chhattisgarh,Raipur,Palari,Date of Submission for TOR: ,Date of Submission for EC: 30 Dec 2015 ,Non-Coal Mining,GRAM PANCHAYAT RIWADIH SAND MINE,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/37085/2015&pid=6196
2371,SIA/CG/MIN/31784/2015,OL/EC/CLAY-MINE/RAIPUR/67,SUBHASH KUMAR CLAY MINE,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 05 Dec 2015 ,Date of Ec Granted : 21 Mar 2016,Non-Coal Mining,SUBHASH KUMAR,EC Granted - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/31784/2015&pid=1463
2372,SIA/CG/MIN/453387/2023,,Saitangartoli sand quarry,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 01 Dec 2023 ,Non-Coal Mining,NAJRANA KHATUN,Under examination of SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/453387/2023&pid=228882
2373,SIA/CG/MIN/454052/2023,,Ajay Kumar Gupta	,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 01 Dec 2023 ,Non-Coal Mining,AJAY GUPTA,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/454052/2023&pid=228889
2374,SIA/CG/MIN/454189/2023,,Gulam Ambia,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 03 Dec 2023 ,Non-Coal Mining,GULAM AMBIA,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/454189/2023&pid=228960
2375,SIA/CG/MIN/33870/2015,OL/EC/SANDMINE/DURG/201,Silli Sand Mine,Chhattisgarh,Durg,Dhamdha,Date of Submission for EC: 05 Dec 2015 ,Date of Ec Granted : 05 Jul 2017,Non-Coal Mining,SARPANCH SILLI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/33870/2015&pid=3223
2376,SIA/CG/MIN/36818/2019,OL/EC/MIN/RAIPUR/886,NAKTIKHAPRI LIMESTONE QUARRY B,Chhattisgarh,Raipur,Tilda,Date of Submission for EC: 29 Jun 2019 ,Date of Ec Granted : 09 Sep 2019,Non-Coal Mining,PUNJLLOYD LTD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/36818/2019&pid=56011
2377,SIA/CG/IND/212155/2021,,M/s. Vighneshwar Ispat Private Limited,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 13 May 2021 ,Date of Ec Granted : 28 Jun 2021,Industrial Projects - 1,VIGHNESHWAR ISPAT PVT LTD,EC Granted - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/212155/2021&pid=187740
2378,SIA/CG/IND/212752/2021,OL/EC/IND/RAIPUR/1669,Shvivam Overseas,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 21 May 2021 ,Date of Ec Granted : 28 Jun 2021,Industrial Projects - 1,SHIVAM OVERSEAS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/212752/2021&pid=187845
2379,SIA/CG/IND1/434349/2023,OL/EC/MIN/JASHPUR/2534,Jai Ambe Ispat Pvt. Ltd.,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 22 Jun 2023 ,Industrial Projects - 1,ANIL AGRAWAL,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND1/434349/2023&pid=221817
2380,SIA/CG/IND/32267/2015,OL/EC/SANDMINE/RAIPUR/107,Akoldih Limestone Quarry project,Chhattisgarh,Raipur,Arang,Date of Submission for EC: 30 Oct 2015 ,Date of Ec Granted : 02 Aug 2016,Industrial Projects - 1,SHRI KRISHNA METAL WORKS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/32267/2015&pid=1827
2381,SIA/CG/MIN/248694/2021,OL/EC/MIN/KORIYA/1910,Kunjnagar Brick Earthclay Quarry Mine & Fix Chimney Brick Plant of  M/s. T. R. Bricks (Proprietor:Temlal Rajwade),Chhattisgarh,Surajpur,Surajpur,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2022 ,Non-Coal Mining,KUNJNAGAR BRICK EARTHCLAY QUARRY MINE & FIX CHIMNEY BRICK PLANT OF M/S. T. R. BRICKS ( PROPRIETOR:TEMLAL RAJWADE ),,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/248694/2021&pid=196047
2382,SIA/CG/MIN/62843/2017,OL/EC/LIME_STONE/DURG/563,"A K Verma (2.16 Hectare)
Pathariya Limestone Mine",Chhattisgarh,Durg,Dhamdha,Date of Submission for TOR: ,Date of Submission for EC: 06 Apr 2017 ,Non-Coal Mining,A K VERMA LIMESTONE,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/62843/2017&pid=34355
2383,SIA/CG/IND/64329/2017,OL/EC/IND/RAIPUR/589,Bhawani Hi-Tech Steel and Power Private Limited,Chhattisgarh,Raipur,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 02 May 2017 ,Industrial Projects - 1,BHAWANI HITECH STEEL AND POWER PRIVATE LIMITED,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/64329/2017&pid=35130
2384,SIA/CG/IND/64579/2017,OL/EC/IND/RAIPUR/594,Ganpati Ispat,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 09 May 2017 ,Date of Ec Granted : 26 Oct 2017,Industrial Projects - 1,GAPATI ISPAT PROP GANPATI SPONGE IRON PVT LTD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/64579/2017&pid=35235
2385,SIA/CG/MIN/40484/2019,OL/EC/MIN/DURG/934,SHRI VIKAS AGRAWAL LIMESTONE MINE DHAURABHATHA DURG CG,Chhattisgarh,Durg,Patan,Date of Submission for EC: 02 Aug 2019 ,Date of Ec Granted : 14 Nov 2019,Non-Coal Mining,SHRI VIKAS AGRAWAL LIMESTONE MINE DHAURABHATHA DURG CG,EC Granted - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/40484/2019&pid=59065
2386,SIA/CG/IND/71517/2017,OL/EC/IND/RAIPUR/654,M J Steels Private Limited,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 09 Dec 2017 ,Date of Ec Granted : 07 Dec 2018,Industrial Projects - 1,M J STEELS PRIVATE LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/71517/2017&pid=40640
2387,SIA/CG/MIN/137926/2020,OL/EC/MIN/SURGUJA/1140,Sundarpur Brick Earth Quarry,Chhattisgarh,Surguja,Ambikapur,Date of Submission for EC: 21 Jan 2020 ,Date of Ec Granted : 09 Nov 2020,Non-Coal Mining,DINESH KUMAR GUPTA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/137926/2020&pid=85984
2388,SIA/CG/MIN/93983/2019,,TAKAM SAND MINES,Chhattisgarh,Bemetara,Berla,Date of Submission for TOR: ,Date of Submission for EC: 27 Mar 2019 ,Non-Coal Mining,SARPANCH TAKAM B,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/93983/2019&pid=52488
2389,SIA/CG/MIN/50515/2016,OL/EC/SANDMINE/RAIGARH/404,kandagarh sand mining,Chhattisgarh,Raigarh,Raigarh,Date of Submission for EC: 25 Feb 2016 ,Date of Ec Granted : 20 Dec 2016,Non-Coal Mining,SACHIVKANDAGARH,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/50515/2016&pid=14348
2390,SIA/CG/MIN/131874/2019,,akoldih khapri quarry,Chhattisgarh,Raipur,Arang,Date of Submission for TOR: ,Date of Submission for EC: 17 Dec 2019 ,Non-Coal Mining,MOHAMMAD ALTAF CHAUHAN AKOLDIH,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/131874/2019&pid=79501
2391,SIA/CG/MIN/248100/2021,OL/EC/MIN/BALODABAZAR/1893,Saliha Limestone Mine of Hori Lal Chandra,Chhattisgarh,Balodabazar,Bilaigarh,Date of Submission for EC: 23 Apr 2022 ,Date of Ec Granted : 20 Jan 2023,Non-Coal Mining,SALIHA LIMESTONE MINE	OF HORI LAL CHANDRA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/248100/2021&pid=195857
2392,SIA/CG/MIN/212239/2021,OL/EC/MIN/BASTAR/1653,KORPAL (SHALY) LIMESTONE QUARRY,Chhattisgarh,Bastar,Jagdalpur,Date of Submission for EC: 26 Jun 2021 ,Date of Ec Granted : 17 Jun 2022,Non-Coal Mining,SHRI RAMGOPAL NETAM,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/212239/2021&pid=187750
2393,SIA/CG/MIN/213496/2021,OL/EC/SANDMINE/KANKER/1687,Tahankapar Sand Quarry,Chhattisgarh,Kanker,Charama,Date of Submission for EC: 30 May 2021 ,Date of Ec Granted : 28 Jun 2021,Non-Coal Mining,KANKER SAND QUARRY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/213496/2021&pid=188021
2394,SIA/CG/MIN/40077/2019,OL/EC/MIN/SURAJPUR/926,Karkoti Brick Earthclay Quarry Mine & Fixed Chimney Brick Plant,Chhattisgarh,Surajpur,Surajpur,Date of Submission for TOR: ,Date of Submission for EC: 27 Jul 2019 ,Non-Coal Mining,PRA BRICKS INDUSTRY,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/40077/2019&pid=58820
2395,SIA/CG/MIN/71721/2017,OL/EC/MIN//BALODABAZAR/656,Bharuadih Limestone Mine,Chhattisgarh,Balodabazar,No Data,Date of Submission for EC: 29 Sep 2018 ,Date of Ec Granted : 15 Mar 2019,Non-Coal Mining,NAVEESH UPADHYAY,EC Granted - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/71721/2017&pid=40744
2396,SIA/CG/MIN/36802/2019,,NKATIKHAPRI LIMESTONE QUARRY A,,,,Date of Submission for TOR: ,Date of Submission for EC: 06 Dec 2019 ,Non-Coal Mining,PUNJLLOYD LTD,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/36802/2019&pid=56003
2397,SIA/CG/MIN/36812/2019,OL/EC/MIN/RAIPUR/884,NKATIKHAPRI LIMESTONE QUARRY A,Chhattisgarh,Raipur,Tilda,Date of Submission for TOR: ,Date of Submission for EC: 01 Jul 2019 ,Non-Coal Mining,PUNJLLOYD LTD,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/36812/2019&pid=56009
2398,SIA/CG/MIN/415164/2023,OL/EC/MIN/MAHASAMUND/1609,"PROPOSED FARSHI PATHAR MINING PROJECT  OF  SHRI PREM NARAYAN CHANDRAKAR, SHRI DHIRENDRA LONARE AND SHRI HIRENDRA SAHU IN NANDGAON FARSHI  PATTHAR MINING CLUSTER  VILLAGE, NANDGAON: TEHSILMAHASAMUND, DISTRICT MAHASAMUND OF STATE CHHATTISGARH",Chhattisgarh,,,Date of Submission for EC: 22 Jan 2023 ,Date of Ec Granted : 19 Jun 2023,Non-Coal Mining,NANDGAON FARSHI PATHAR MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/415164/2023&pid=215583
2399,SIA/CG/CMIN/415356/2023,OL/EC/CMIN/KORBA/2285,Saraipali Opencast Coal Mine Project,Chhattisgarh,,,Date of Submission for EC: 21 Feb 2023 ,Date of Ec Granted : 23 Mar 2023,Coal Mining,KORBA AREA SECL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/CMIN/415356/2023&pid=215550
2400,SIA/CG/MIN/31571/2015,OL/EC/SANDMINE/UTTARBASTARKANKER/42,Babusalhetola Sand Mining,Chhattisgarh,Kanker,Narharpur,Date of Submission for EC: 07 Oct 2015 ,Date of Ec Granted : 27 Nov 2015,Non-Coal Mining,SARPANCH BABUSAHLETOLA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/31571/2015&pid=1323
2401,SIA/CG/MIN/141756/2020,OL/EC/MIN/RAJNANDGAON/1178,Dhamansara Sand Mines (Shri Vaibhav Saluja),Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for TOR: ,Date of Submission for EC: 15 Feb 2020 ,Non-Coal Mining,VAIBHAV SALUJA,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/141756/2020&pid=87017
2402,SIA/CG/MIN/37179/2019,OL/EC/MIN/JASHPUR/892,"Sand Excavation Project of Guleshwar Yadav (Sachiv), Gram Panchayat Bumtel",Chhattisgarh,Jashpur,Jashpur,Date of Submission for TOR: ,Date of Submission for EC: 06 Jul 2019 ,Non-Coal Mining,GULESHWAR YADAV,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/37179/2019&pid=56278
2403,SIA/CG/MIN/174734/2020,,"Kharsura Bricks Earthclay Quarry & Fix Chimney Bricks Plant , Area - 2.0 Hect.",,,,Date of Submission for TOR: ,Date of Submission for EC: 23 Sep 2020 ,Non-Coal Mining,"KHARSURA BRICKS EARTHCLAY QUARRY & FIX CHIMNEY BRICKS PLANT , AREA - 2.0 HECT.",Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/174734/2020&pid=131795
2404,SIA/CG/MIN/49855/2016,,Lime Stone quarry,Chhattisgarh,Surguja,Lundra,Date of Submission for TOR: ,Date of Submission for EC: 17 Feb 2016 ,Non-Coal Mining,DURGA PRASAD,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/49855/2016&pid=13737
2405,SIA/CG/MIN/152501/2020,OL/EC/MIN/B_BAZAAR/1294,D-1 Malpuri Ordinary Sand Quarry,Chhattisgarh,Balodabazar,Palari,Date of Submission for EC: 04 May 2020 ,Date of Ec Granted : 15 Jun 2020,Non-Coal Mining,AMIT   JAIN,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/152501/2020&pid=104581
2406,SIA/CG/MIN/79475/2020,OL/EC/MIN/RAJNANDGAON/1295,NEELAM PODDAR LIME CHAWARDHAL LIMESTONE MINE,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for EC: 04 Jul 2022 ,Date of Ec Granted : 04 Mar 2024,Non-Coal Mining,NEELAM PODDAR LIME STONE MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/79475/2020&pid=208325
2407,SIA/CG/MIN/136797/2020,OL/EC/MIN/KONDAGAON/1135,baniyagaon sand mine,Chhattisgarh,Kondagaon,Kondagaon,Date of Submission for EC: 15 Jan 2020 ,Date of Ec Granted : 30 May 2020,Non-Coal Mining,UTKARSH ANTHONY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/136797/2020&pid=85717
2408,SIA/CG/MIN/51804/2016,OL/EC/SAND_MINE/BALODABAZAR_BHATAPARA/426,Bijradih Sand Mine,Chhattisgarh,Balodabazar,No Data,Date of Submission for EC: 17 Mar 2016 ,Date of Ec Granted : 04 Jun 2016,Non-Coal Mining,SARPANCH BIJRADIH,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/51804/2016&pid=15501
