Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,SIA/AR/IND2/225275/2021,For(Env)/SEIAA/270,"Onshore Oil and Gas Exploration, Appraisal and Early Production in AA-ONHP-2017/2 Block in Tirap District of Arunachal Pradesh",M/s Vedanta Limited(Division Cairn Oil & Gas),Delisted,EC,
2,SIA/AR/MIS/162840/2020,,Proposed Building Construction for 12th BN NDRF,12TH BN NDRF,Delisted,EC,
