,Proposal Number,Project Name,Project Sector,Date of Submission,Submitted by Proponent,Query for Shortcoming(if any) by SEIAA,Resubmission of Proposal by Proponent 1,Accepted by SEIAA and forwarded to SEAC,Query for Shortcoming(if any) by SEAC,Resubmission of Proposal by Proponent 2,Accepted by SEAC,Forwarded to SEIAA for EC,EC Letter Uploaded On/EC Granted,Link
2931,SIA/TG/MIN/70424/2017,"Sri. V.U.S.B. BHUSHAN KUMAR   
(Laterite Mine lease area  31.00Acres/12.54 Ha.)
",Non-Coal Mining,21 Oct 2017,21/10/2017,,,21/10/2017,,,21/10/2017,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/70424/2017&type=EC&ID=39016
2932,SIA/TG/MIN/421139/2023,"Asst. Director of Mines and Geology, Tandur, Vikarabad District, Telangana 4.86 Ha.",Non-Coal Mining,06 Mar 2023,06/03/2023,,,16/03/2023,,,10/04/2023,,01/05/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/421139/2023&type=EC&ID=217279
2933,SIA/TG/IND2/173243/2020,Vedgir Pharma,Industrial Projects - 2,15 Sep 2020,15/09/2020,,,12/11/2020,,,16/12/2020,05/03/2021,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/173243/2020&type=EC&ID=130389
2934,SIA/TG/MIN/201742/2021,Sir V.U.S.B.Bhushan Kumar,Non-Coal Mining,05 Mar 2021,05/03/2021,,,31/03/2021,,,31/03/2021,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/201742/2021&type=EC&ID=171168
2935,SIA/TG/MIN/207281/2021,"Sri.S.Seenaiah,Rough Stone and Road Metal Mine",Non-Coal Mining,31 Mar 2021,31/03/2021,,,12/04/2021,,,12/04/2021,03/05/2021,22/05/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/207281/2021&type=EC&ID=175729
2936,SIA/TG/IND3/248423/2021,"Proposed to establish Bulk Drugs & Drug Intermediates Manufacturing Unit by Athulitha Laboratories Pvt. Ltd.,  Unit-III",Industrial Projects - 3,29 Dec 2021,29/12/2021,,,21/01/2022,,,29/01/2022,12/02/2022,29/04/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND3/248423/2021&type=EC&ID=195947
2937,SIA/TG/IND3/248899/2021,Establishment of Active Pharma Ingredients (Bulk drug and intermediates) manufacturing unit (7.45 TPD) by M/s. VSK Labs Private Limited,Industrial Projects - 3,30 Dec 2021,30/12/2021,,,21/01/2022,,,29/01/2022,12/02/2022,27/04/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND3/248899/2021&type=EC&ID=196126
2938,SIA/TG/MIN/249053/2021,M/s. Sri Sai Stone Crusher -Building Stone & Road metal,Non-Coal Mining,07 Jan 2022,07/01/2022,,,03/02/2022,,,08/02/2022,24/02/2022,29/03/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/249053/2021&type=EC&ID=196172
2939,SIA/TG/MIN/286486/2022,"Mining of ordinary sand over an Extent of 4.95 hec in Godavari River at Thurubaka (V), Dummugudem Mandal, Bhadradri Kothagudem District, Telangana State",Non-Coal Mining,10 Aug 2022,10/08/2022,,,21/09/2022,,,27/09/2022,,04/11/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/286486/2022&type=EC&ID=209641
2940,SIA/TG/IND2/146456/2020,,Industrial Projects - 2,09 Aug 2022,09/08/2022,,,21/09/2022,,,27/09/2022,,19/12/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/146456/2020&type=EC&ID=209857
