,Proposal Number,Project Name,Project Sector,Date of Submission,Submitted by Proponent,Query for Shortcoming(if any) by SEIAA,Resubmission of Proposal by Proponent 1,Accepted by SEIAA and forwarded to SEAC,Query for Shortcoming(if any) by SEAC,Resubmission of Proposal by Proponent 2,Accepted by SEAC,Forwarded to SEIAA for EC,EC Letter Uploaded On/EC Granted,Link
0,SIA/PB/MIS/154129/2020,"Group Housing Project namely “Gold Homes” located at Sector-116, Village Sante Majra, Kharar-Landran Road, Distt. SAS Nagar (Mohali), Punjab by M/s Shubham Builders",INFRA-2,24 Sep 2020,23/05/2020,27/08/2020,24/09/2020,19/10/2020,,,20/10/2020,29/10/2020,05/11/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/154129/2020&type=EC&ID=105999
1,SIA/PB/IND3/246448/2021,"M/s Akums Life Sciences Ltd. at Free Enterprise Zone in Village Sundran, Mubarakpur, Derabassi, Punjab, India",Industrial Projects - 3,10 Mar 2022,23/12/2021,29/12/2021,28/01/2022,02/02/2022,15/02/2022,10/03/2022,25/03/2022,01/04/2022,25/04/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND3/246448/2021&type=EC&ID=195372
2,SIA/PB/MIN/179934/2020,Sand Mine Project at Village Midda Haji Area 3.47 ha,Non-Coal Mining,21 Oct 2020,21/10/2020,,,22/10/2020,,,22/10/2020,29/10/2020,05/11/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/179934/2020&type=EC&ID=139065
3,SIA/PB/MIN/178165/2020,Kale ke hittar Sand mining Project,Non-Coal Mining,08 Oct 2020,08/10/2020,16/10/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/178165/2020&type=EC&ID=137686
4,SIA/PB/IND2/206078/2021,"Proposed Expansion of API And Intermediate Bulk Drug Manufacturing Unit  namely ""M/S Saurav Chemicals Limited"" at Village- Baghwanpura, Derabassi-Barwala Road, Derabassi, Distt. Sahibzada Ajit Singh Nagar, Punjab",Industrial Projects - 2,26 Mar 2021,26/03/2021,,,27/03/2021,,,27/03/2021,12/04/2021,07/06/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND2/206078/2021&type=EC&ID=175317
5,SIA/PB/MIS/270264/2022,"Proposed construction of multistory office building for Punjab State Office, Senior Management Centre/Transit Camp building",INFRA-2,01 Feb 2023,18/05/2022,26/05/2022,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/270264/2022&type=EC&ID=202699
6,SIA/PB/IND/37379/2018,M/s Renny Strips Pvt. Ltd. (Furnace Division),Industrial Projects - 1,01 Nov 2019,01/11/2019,25/09/2019,01/11/2019,20/12/2019,,,24/12/2019,28/01/2020,20/05/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/37379/2018&type=EC&ID=56416
7,SIA/PB/MIN/34406/2017,Rana-2 sand Mining Project,Non-Coal Mining,15 Apr 2019,15/04/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/34406/2017&type=EC&ID=54630
8,SIA/PB/MIS/250845/2022,"The Commercial Project namely “Mohali Citi Centre” (9.78 acres) Block F, Aero City, SAS Nagar, Mohali, (Punjab) by KLG Infra.",INFRA-2,02 Feb 2022,11/01/2022,,,14/01/2022,31/01/2022,02/02/2022,07/02/2022,14/02/2022,02/03/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/250845/2022&type=EC&ID=197674
9,SIA/PB/MIS/271700/2022,Residential Group Housing Project by Suman Divine Homes at Village Ramgarh Bhudda Tehsil Dera Bassi District SAS Nagar Punjab,INFRA-2,13 May 2022,07/05/2022,10/05/2022,13/05/2022,13/05/2022,,,25/05/2022,,16/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/271700/2022&type=EC&ID=203058
10,SIA/PB/MIS/110787/2019,LOK AWAS,INFRA-2,29 Jul 2019,29/07/2019,29/07/2019,29/07/2019,29/07/2019,,,04/09/2019,20/12/2019,03/03/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/110787/2019&type=EC&ID=57347
11,SIA/PB/MIS/68321/2021,Mega Integrated Residential Township,INFRA-2,19 Feb 2022,12/10/2021,15/03/2022,19/02/2022,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/68321/2021&type=EC&ID=192122
12,SIA/PB/IND/36904/2018,M/s Hansco Iron & Steel (P) Limited,Industrial Projects - 1,08 Nov 2019,08/11/2019,26/09/2019,08/11/2019,24/12/2019,,,24/12/2019,28/01/2020,20/05/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/36904/2018&type=EC&ID=56057
13,SIA/PB/IND2/204489/2021,"Proposed installation of 200 KLPD grain based Ethanol Plant (Biofuel) and 10 MW of Power Cogeneration at the existing grain based distillery plant located at Village Machhana and Sangat Kalan, Tehsil Sangat, District Bathinda, Punjab",Industrial Projects - 2,30 Apr 2021,20/03/2021,25/05/2021,30/04/2021,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND2/204489/2021&type=EC&ID=173907
14,SIA/PB/MIS/235639/2021,CENTRAL STREET,INFRA-2,17 Feb 2022,25/10/2021,30/11/2021,12/01/2022,13/01/2022,07/02/2022,17/02/2022,21/02/2022,28/02/2022,28/03/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/235639/2021&type=EC&ID=192586
15,SIA/PB/MIN/177777/2020,Chamb Sand mining Project,Non-Coal Mining,07 Oct 2020,07/10/2020,,,15/10/2020,,,16/10/2020,29/10/2020,05/11/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/177777/2020&type=EC&ID=136634
16,SIA/PB/MIN/42052/2019,Brick earth excavation project by M/s Sharma & Company BKO,Non-Coal Mining,31 Aug 2019,31/08/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/42052/2019&type=EC&ID=63005
17,SIA/PB/MIN/149047/2020,"Environment Clearance of Mining lease Located at Village- Jama Rakhaiya Uttar, Tehsil & District- Ferozepur on the Agricultural Land having an area of  1.65 ha",Non-Coal Mining,15 Jun 2020,15/03/2020,24/03/2020,15/06/2020,20/06/2020,,,01/07/2020,12/09/2020,09/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/149047/2020&type=EC&ID=98637
18,SIA/PB/IND/63738/2020,"Expansion in the existing Steel Manufacturing Unit ""M/s Sharu Special Alloys Pvt. Ltd. Unit-II"" located at Village- Mehlon, Kohara-Lakhowal road, District- Ludhiana< Punjab",Industrial Projects - 1,07 Jun 2021,07/06/2021,,,17/06/2021,,,17/06/2021,25/06/2021,23/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/63738/2020&type=EC&ID=188170
19,SIA/PB/IND3/248344/2021,"Proposed Expansion in API Drug Manufacturing Unit namely ""M/s Infinity Laboratories Private Limited ""at Village-Behra, Gulabgarh-Behra road, Tehsil-Derabassi, District-SAS Nagar, State-Punjab.",Industrial Projects - 3,23 Nov 2022,29/12/2021,07/01/2022,08/01/2022,10/01/2022,23/11/2022,23/11/2022,25/11/2022,,19/01/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND3/248344/2021&type=EC&ID=195925
20,SIA/PB/MIS/272060/2022,"Commercial Project namely “Medallion 68” located at Plot No. 2 & 3, Sector 68, Distt. SAS Nagar, Mohali, (Punjab) by M/s Turnstone Realty LLP.",INFRA-2,10 May 2022,10/05/2022,,,17/05/2022,,,10/06/2022,,16/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/272060/2022&type=EC&ID=203140
21,SIA/PB/MIS/201862/2021,Mohali Citi Centre,INFRA-2,06 Mar 2021,06/03/2021,,,25/03/2021,,,25/03/2021,04/05/2021,20/05/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/201862/2021&type=EC&ID=172201
22,SIA/PB/IND/256882/2022,Expansion of steel manufacturing unit namely JMK Industries,Industrial Projects - 1,23 Feb 2022,23/02/2022,,,25/02/2022,,,11/03/2022,19/03/2022,11/04/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/256882/2022&type=EC&ID=199251
23,SIA/PB/IND2/203524/2021,M/s. MR PHARMACHEM,Industrial Projects - 2,05 Jun 2021,13/03/2021,05/05/2021,05/06/2021,16/06/2021,,,16/06/2021,26/07/2021,23/08/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND2/203524/2021&type=EC&ID=173650
24,SIA/PB/MIS/179894/2020,"Expansion of Pragma Medical Institute at Dabwali Road, Bathinda, Punjab by Pragma Medical Institute (A Unit of Gill Medicare Private Limited)",INFRA-2,20 Oct 2020,20/10/2020,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/179894/2020&type=EC&ID=139057
25,SIA/PB/NCP/50809/2015,Expansion of Educational Institute namely “Thapar Institute of Engineering and Technology,INFRA-2,21 Sep 2020,21/09/2020,,,,,,,,25/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/NCP/50809/2015&type=EC&ID=130541
26,SIA/PB/IND2/173982/2020,Vincit Labs Private Limited,Industrial Projects - 2,20 Feb 2021,19/09/2020,22/10/2020,20/02/2021,25/02/2021,,,25/02/2021,30/03/2021,04/05/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND2/173982/2020&type=EC&ID=130589
27,SIA/PB/MIS/95481/2019,GBP CAMELLIA RISE,INFRA-2,21 Jun 2019,21/06/2019,01/06/2019,21/06/2019,29/07/2019,,,04/09/2019,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/95481/2019&type=EC&ID=52913
28,SIA/PB/MIN/148039/2020,"Mining  lease Located at Village Sadhu Shah Wala, Tehsil  & District Ferozepur on the Agricultural Land having an area of  4.02 ha",Non-Coal Mining,15 Oct 2020,09/03/2020,26/03/2020,02/07/2020,08/07/2020,16/10/2020,15/10/2020,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/148039/2020&type=EC&ID=95388
29,SIA/PB/MIS/165935/2020,"Group Housing Project namely “Ludhiana Heights” at Village- Balloke (Hadbast No.103), Tehsil and Distt. Ludhiana (Punjab) by M/s Chatly Estate Pvt. Ltd.",INFRA-2,24 Oct 2020,30/07/2020,04/09/2020,24/10/2020,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/165935/2020&type=EC&ID=121641
30,SIA/PB/MIN/147941/2020,"Gugran Gravel Mine, Block No. – 6, Hadbast No. –84, River Bed Material [Gravel (minor mineral)]",Non-Coal Mining,23 Jul 2020,07/03/2020,18/08/2020,23/07/2020,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/147941/2020&type=EC&ID=95357
31,SIA/PB/MIN/35045/2017,Rana -2 Sand Mine Project,Non-Coal Mining,01 May 2019,01/05/2019,24/04/2019,01/05/2019,07/05/2019,,,08/05/2019,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/35045/2017&type=EC&ID=54983
32,SIA/PB/IND3/76857/2022,Bansal and Bansal Organics at Plot A5 Industrial focal Point Raikot District Ludhiana punjab,Industrial Projects - 3,24 May 2022,11/05/2022,,,13/05/2022,24/05/2022,24/05/2022,25/05/2022,,13/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND3/76857/2022&type=EC&ID=203213
33,SIA/PB/IND/63124/2020,"Expansion in the existing Steel Manufacturing Unit namely ""M/s J.N. Tayal Steels Private Limited"" at village- Bhagwanpura, Dehlon road, Tehsil- Ludhiana East, District- Ludhiana, Punjab",Industrial Projects - 1,13 May 2021,13/05/2021,,,19/05/2021,,,19/05/2021,11/06/2021,23/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/63124/2020&type=EC&ID=184591
34,SIA/PB/MIN/148442/2020,"Mining lease Located at Village Gatti Harike, Tehsil Zira , District Ferozepur on the Agricultural Land having an area of  0.81 ha",Non-Coal Mining,15 Jun 2020,12/03/2020,27/03/2020,15/06/2020,20/06/2020,,,01/07/2020,05/08/2020,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/148442/2020&type=EC&ID=97485
35,SIA/PB/MIS/268718/2022,"Warehouse Project at (H.B. No. 79), Village Chamaru, Tehsil Rajpura, Distt. Patiala, Punjab by M/s Xplent Logistics Park Pvt. Ltd.",INFRA-2,12 May 2022,20/04/2022,22/04/2022,03/05/2022,04/05/2022,10/05/2022,12/05/2022,13/05/2022,,03/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/268718/2022&type=EC&ID=202330
36,SIA/PB/MIS/82403/2020,,INFRA-2,14 Sep 2022,18/08/2022,,,30/08/2022,12/09/2022,14/09/2022,16/09/2022,,22/11/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/82403/2020&type=EC&ID=210238
37,SIA/PB/MIN/150571/2020,"Mining lease Located at Village-Baggi Patni urf Mohkam Wala , Tehsil- Zira, District –Ferozepur, Punjab on the Agricultural Land having an area of 1.87 ha",Non-Coal Mining,13 Jun 2020,27/03/2020,18/04/2020,13/06/2020,20/06/2020,,,01/07/2020,05/08/2020,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/150571/2020&type=EC&ID=99998
38,SIA/PB/MIN/440018/2023,"Proposed sand mining project (Boulder, gravel, sand) as per DSR NO. SEIAA/MS/2023/212 on the Satluj River Bed (PO_SN_BL_ST_15_15A) located in village- Khoja/Niana, dugri/Niana, Tehsil- Balachaur, District- SBS Nagar, State Punjab through XEN/DMO District SBS Nagar Government of Punjab",Non-Coal Mining,18 Sep 2023,16/08/2023,23/08/2023,06/09/2023,08/09/2023,08/09/2023,18/09/2023,22/09/2023,,16/10/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/440018/2023&type=EC&ID=224029
39,SIA/PB/MIN/151335/2020,"Sariana-1 Gravel Mining Project, Village-Sariana, District-Hosiyarpur, Punjab, Production-70635",Non-Coal Mining,22 Oct 2020,11/04/2020,18/04/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/151335/2020&type=EC&ID=102233
40,SIA/PB/MIS/41648/2009,Expansion and Modification of residential project “Bhakti Park”,INFRA-2,27 Aug 2019,27/08/2019,24/12/2019,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/41648/2009&type=EC&ID=62766
41,SIA/PB/IND2/174361/2020,Sourav Chemicals Limited,Industrial Projects - 2,21 Oct 2020,22/09/2020,15/10/2020,21/10/2020,21/10/2020,,,22/10/2020,29/10/2020,05/11/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND2/174361/2020&type=EC&ID=130692
42,SIA/PB/IND/36822/2018,M/s H.L. Chopra Steel Rolling Mills,Industrial Projects - 1,26 Nov 2019,26/11/2019,13/09/2019,26/11/2019,24/12/2019,,,24/12/2019,28/01/2020,20/05/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/36822/2018&type=EC&ID=56013
43,SIA/PB/MIS/243835/2021,"Group Housing project namely “Amritsar One” at  Shubham Enclave, Besides NH-1, Amritsar, Punjab by M/s ATM Estates Pvt. Ltd.",INFRA-2,20 May 2022,08/12/2021,13/12/2021,05/04/2022,06/04/2022,11/05/2022,20/05/2022,25/05/2022,,13/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/243835/2021&type=EC&ID=194626
44,SIA/PB/MIN/39192/2019,"Mining of Sand from River Sutlej situated in Village Molana, District Rupnagar, Punjab proposed by M/s Kuldeep Singh & Bros",Non-Coal Mining,31 Jul 2019,31/07/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/39192/2019&type=EC&ID=57425
45,SIA/PB/MIS/272275/2022,JUBILEE CLIO,INFRA-2,20 Jun 2022,12/05/2022,17/05/2022,18/05/2022,18/05/2022,17/06/2022,20/06/2022,24/06/2022,,29/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/272275/2022&type=EC&ID=203196
46,SIA/PB/MIS/107771/2019,CITY OF DREAMS -II,INFRA-2,04 Sep 2019,04/09/2019,,,23/07/2019,03/09/2019,04/09/2019,04/09/2019,20/12/2019,03/03/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/107771/2019&type=EC&ID=56546
47,SIA/PB/MIS/48965/2009,Expansion of Residential Township Project “HMEL Township”,INFRA-2,26 Dec 2019,26/12/2019,,,08/02/2020,,,02/03/2020,06/04/2020,29/07/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/48965/2009&type=EC&ID=83847
48,SIA/PB/MIS/254713/2022,HERMITAGE CENTRALIS,INFRA-2,21 Feb 2022,02/02/2022,04/02/2022,07/02/2022,09/02/2022,17/02/2022,21/02/2022,21/02/2022,28/02/2022,28/03/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/254713/2022&type=EC&ID=198738
49,SIA/PB/MIS/284629/2022,"Commercial Project “Fintech Square” at CP-2 Industrial Focal Point, Phase-8A, Sector-75, Mohali (Punjab) by M/s VRS Infrastructures",INFRA-2,31 Aug 2022,21/07/2022,,,03/08/2022,29/08/2022,31/08/2022,02/09/2022,,12/10/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/284629/2022&type=EC&ID=209152
50,SIA/PB/IND/22227/2018,"Steel Manufacturing Unit namely ""Oasis Enterprises Pvt. Ltd. "" for Increasing the production capacity to 1000 TPD.",Industrial Projects - 1,06 Apr 2019,06/04/2019,,,24/04/2019,,,06/05/2019,05/09/2019,20/05/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/22227/2018&type=EC&ID=54464
51,SIA/PB/MIN/149028/2020,"Sand Mining Project at village Talli Saida Sahu ,Teshil & District Firozpur",Non-Coal Mining,21 Jun 2020,15/03/2020,14/06/2020,21/06/2020,21/06/2020,,,01/07/2020,12/09/2020,09/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/149028/2020&type=EC&ID=98632
52,SIA/PB/MIS/127612/2019,M/s Binny Warehousing,INFRA-2,18 Dec 2019,27/11/2019,18/12/2019,18/12/2019,18/12/2019,,,24/12/2019,28/01/2020,19/03/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/127612/2019&type=EC&ID=77461
53,SIA/PB/MIN/436674/2023,"Dagana Kalan Sand Mine (Choe Bed, Lease Code: NS 05)",Non-Coal Mining,14 Jul 2023,14/07/2023,,,07/08/2023,,,18/08/2023,,12/09/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/436674/2023&type=EC&ID=222715
54,SIA/PB/INFRA2/454546/2023,THE WELLNESS CITY,INFRA-2,09 Jan 2024,07/12/2023,,,11/12/2023,04/01/2024,09/01/2024,24/01/2024,,14/02/2024,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/INFRA2/454546/2023&type=EC&ID=229127
55,SIA/PB/MIN/38270/2016,AMBAY BRICK KILN CO VILLAGE GORKHNATH TEHSIL BUDHLADA DISTT MANSA,Non-Coal Mining,05 Jan 2016,05/01/2016,07/01/2016,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/38270/2016&type=EC&ID=7384
56,SIA/PB/MIN/42974/2016,dhaliwal gram udyog,Non-Coal Mining,02 Feb 2016,02/02/2016,17/02/2016,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/42974/2016&type=EC&ID=11676
57,SIA/PB/NCP/74716/2018,HERMITAGE CENTRALIS,INFRA-1,30 Apr 2018,30/04/2018,23/04/2018,30/04/2018,18/05/2018,,,22/05/2018,30/07/2018,07/09/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/NCP/74716/2018&type=EC&ID=43807
58,SIA/PB/MIN/48451/2016,M/s Mukand Lal Roshan Lal BKO Village Mohan Ke Hithar ,Non-Coal Mining,09 Feb 2016,09/02/2016,17/02/2016,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/48451/2016&type=EC&ID=12283
59,SIA/PB/NCP/50084/2016,JOYNEST MOH 1,INFRA-1,20 Feb 2016,20/02/2016,,,23/02/2016,,,23/02/2016,02/05/2016,28/06/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/NCP/50084/2016&type=EC&ID=13953
60,SIA/PB/NCP/74930/2018,SUSHMA GRANDE NXT,INFRA-1,10 May 2018,10/05/2018,,,18/05/2018,,,22/05/2018,14/08/2018,07/09/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/NCP/74930/2018&type=EC&ID=44054
61,SIA/PB/NCP/58465/2016,"Group Housing Project “City Of Dreams - II” located at Village Sante Majra, Sector-116, Kharar, Distt. SAS Nagar (Greater Mohali), Punjab ",INFRA-1,19 Aug 2016,19/08/2016,,,14/09/2016,,,15/09/2016,09/11/2016,23/11/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/NCP/58465/2016&type=EC&ID=24434
62,SIA/PB/IND/23152/2018,"Steel Manufacturing Unit namely Jagat Metals Pvt. Ltd. for increasing the production capacity to 250 TPD at Village Ambey Majra, Near 220 KV Power House, Mandi Gobindgarh, District Fatehgarh Sahib, Pu",Industrial Projects - 1,06 Apr 2019,06/04/2019,,06/04/2019,29/03/2019,04/04/2019,,08/04/2019,27/06/2019,22/08/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/23152/2018&type=EC&ID=54090
63,SIA/PB/MIS/108792/2019,"Warehouse Project at Plot Nos. B-3 to B-8 and A-4, Focal Point, Ludhiana, Punjab by M/s Nahar Industrial Enterprises Ltd.",INFRA-2,09 Oct 2019,09/10/2019,09/10/2019,09/10/2019,10/10/2019,,,25/11/2019,20/12/2019,19/03/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/108792/2019&type=EC&ID=56865
64,SIA/PB/IND/37324/2018,M/s Vimal Alloys (P) Limited,Industrial Projects - 1,22 Sep 2020,22/09/2020,20/09/2020,22/09/2020,23/09/2020,,,23/09/2020,11/10/2020,05/11/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/37324/2018&type=EC&ID=56373
65,SIA/PB/MIN/64286/2017,"Sand Mining Project at Village: Arzidarya Bramad Paragpur, Tehsil: Balachaur, District: SBS Nagar, State: Punjab",Non-Coal Mining,28 Apr 2017,28/04/2017,,,30/04/2017,,,30/04/2017,02/05/2017,04/05/2017,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/64286/2017&type=EC&ID=35104
66,SIA/PB/MIN/47897/2016,Mining of Brick Earth in village Mukari by M/S Jai Laxmi Bricks,Non-Coal Mining,03 Feb 2016,03/02/2016,17/02/2016,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/47897/2016&type=EC&ID=11740
67,SIA/PB/IND/73698/2021,Expansion in existing Steel manufacturing unit namely AARTI STEELS LIMITED located at village Harian P.O. Uppal  Machhiwara road Tehsil Koom Kalan District Ludhiana Punjab .,Industrial Projects - 1,05 Apr 2022,17/03/2022,,,21/03/2022,05/04/2022,05/04/2022,07/04/2022,15/04/2022,12/05/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/73698/2021&type=EC&ID=200513
68,SIA/PB/MIS/127933/2019,Aura Gazania,INFRA-2,27 Nov 2019,27/11/2019,,,22/12/2019,,,24/12/2019,06/04/2020,29/07/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/127933/2019&type=EC&ID=77515
69,SIA/PB/MIN/150650/2020,"Mining lease Kohala located at  Village- Kohala  , Tehsil-Zira, District–Ferozepur, Punjab on the Agricultural Land having an area of  1.99 ha",Non-Coal Mining,01 Jul 2020,29/03/2020,18/04/2020,15/06/2020,20/06/2020,01/07/2020,01/07/2020,18/07/2020,05/08/2020,09/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/150650/2020&type=EC&ID=101016
70,SIA/PB/IND/77529/2018,Proposed New Steel Manufacturing Unit P.V. Industries at Village Alour Peer Gajju Shah road Tehsil Khanna District Ludhiana,Industrial Projects - 1,09 Jun 2022,01/06/2022,09/06/2022,09/06/2022,09/06/2022,,,24/06/2022,,29/07/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/77529/2018&type=EC&ID=204001
71,SIA/PB/IND/67276/2018,"Steel Manufacturing Unit for increasing the production capacity to 1,10,000 TPA located at Village Ambey Majra, Mandi Gobindgarh, Distt. Fatehgarh Sahib, Punjab by M/s Bassi Alloys Pvt. Ltd.",Industrial Projects - 1,14 Dec 2021,06/09/2021,09/09/2021,15/09/2021,23/09/2021,06/12/2021,14/12/2021,21/12/2021,28/01/2022,24/02/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND/67276/2018&type=EC&ID=190819
72,SIA/PB/MIN/42070/2019,Brick earth excavation project M/s Khanduja Brothers (Brick Kiln)),Non-Coal Mining,31 Aug 2019,31/08/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/42070/2019&type=EC&ID=63017
73,SIA/PB/MIS/97341/2019,FASHION TECHNOLOGY PARK,INFRA-2,27 Feb 2019,27/02/2019,22/04/2019,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/97341/2019&type=EC&ID=53398
74,SIA/PB/MIS/136532/2020,city of dreams 5,INFRA-2,11 Jan 2020,11/01/2020,,,07/02/2020,,,02/03/2020,06/04/2020,29/07/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/136532/2020&type=EC&ID=85643
75,SIA/PB/MIS/136949/2020,Mixed use project by M/s Silicon Construction Pvt. Lmt,INFRA-2,15 Jan 2020,15/01/2020,30/03/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/136949/2020&type=EC&ID=85759
76,SIA/PB/MIS/72657/2020,LOK AWAS,INFRA-2,07 Apr 2022,26/02/2022,09/03/2022,09/03/2022,09/03/2022,22/03/2022,07/04/2022,07/04/2022,,07/09/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/72657/2020&type=EC&ID=199672
77,SIA/PB/MIN/150611/2020,"Mining lease Mamdot Uttar-2 Located at Village- Mamdot Uttar, Tehsil- Ferozepur, District-Ferozepur, Punjab on the Agricultural Land having an area of 1.01 ha",Non-Coal Mining,15 Oct 2020,29/03/2020,18/04/2020,15/06/2020,08/07/2020,15/10/2020,15/10/2020,15/10/2020,29/10/2020,05/11/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/150611/2020&type=EC&ID=101008
78,SIA/PB/MIS/212093/2021,THE ZIRK,INFRA-2,20 May 2021,20/05/2021,,,25/05/2021,,,25/05/2021,25/06/2021,23/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/212093/2021&type=EC&ID=187732
